WOJ;POW;GMI;RODZ_GMI;SYM;SYM_UL;CECHA;NAZWA_1;NAZWA_2;STAN_NA
22;61;01;1;0933016;06259;al.;Grunwaldzka;;2019-09-18
22;61;01;1;0933016;06285;ul.;Gryfa Pomorskiego;;2019-09-18
22;61;01;1;0933016;06302;ul.;Grząska;;2019-09-18
22;61;01;1;0933016;05048;ul.;Fitelberga;Grzegorza;2019-09-18
22;61;01;1;0933016;16331;ul.;Piramowicza;Grzegorza;2019-09-18
22;61;01;1;0933016;06312;ul.;Grzegorza z Sanoka;;2019-09-18
22;61;01;1;0933016;06341;ul.;Grzybowa;;2019-09-18
22;61;01;1;0933016;32982;ul.;Herlinga-Grudzińskiego;Gustawa;2019-09-18
22;61;01;1;0933016;38105;ul.;Gwiazda Morza;;2019-09-18
22;61;01;1;0933016;06422;ul.;Gwiaździsta;;2019-09-18
22;61;01;1;0933016;06507;ul.;Handlowa;;2019-09-18
22;61;01;1;0933016;06537;ul.;Harfowa;;2019-09-18
22;61;01;1;0933016;06577;ul.;Heleny;;2019-09-18
22;61;01;1;0933016;12418;ul.;Marusarzówny;Heleny;2019-09-18
22;61;01;1;0933016;13180;ul.;Modrzejewskiej;Heleny;2019-09-18
22;61;01;1;0933016;32865;ul.;Heliosa;;2019-09-18
22;61;01;1;0933016;06587;ul.;Helska;;2019-09-18
22;61;01;1;0933016;00398;ul.;Arctowskiego;Henryka;2019-09-18
22;61;01;1;0933016;06980;ul.;Jabłońskiego;Henryka Hubertusa;2019-09-18
22;61;01;1;0933016;18709;ul.;Rodakowskiego;Henryka;2019-09-18
22;61;01;1;0933016;19816;ul.;Siemiradzkiego;Henryka;2019-09-18
22;61;01;1;0933016;19834;ul.;Sienkiewicza;Henryka;2019-09-18
22;61;01;1;0933016;24036;ul.;Wieczorkiewicza;Henryka;2019-09-18
22;61;01;1;0933016;06613;ul.;Herbowa;;2019-09-18
22;61;01;1;0933016;06623;ul.;Herkulesa;;2019-09-18
22;61;01;1;0933016;27023;ul.;Hermesa;;2019-09-18
22;61;01;1;0933016;34057;ul.;Herosa;;2019-09-18
22;61;01;1;0933016;06634;ul.;Hery;;2019-09-18
22;61;01;1;0933016;31785;ul.;Hestii;;2019-09-18
22;61;01;1;0933016;06650;ul.;Hiacyntowa;;2019-09-18
22;61;01;1;0933016;06695;ul.;Hokejowa;;2019-09-18
22;61;01;1;0933016;06705;ul.;Hołdu Pruskiego;;2019-09-18
22;61;01;1;0933016;06719;ul.;Homera;;2019-09-18
22;61;01;1;0933016;06729;ul.;Horacego;;2019-09-18
22;61;01;1;0933016;06735;ul.;Horeszków;;2019-09-18
22;61;01;1;0933016;06756;ul.;Hoża;;2019-09-18
22;61;01;1;0933016;06790;ul.;Hucisko;;2019-09-18
22;61;01;1;0933016;28081;ul.;Kołłątaja;Hugo;2019-09-18
22;61;01;1;0933016;06817;ul.;Husytów;;2019-09-18
22;61;01;1;0933016;02200;ul.;Brygady;I;2019-09-18
22;61;01;1;0933016;06857;ul.;Igielnicka;;2019-09-18
22;61;01;1;0933016;04094;ul.;Domeyki;Ignacego;2019-09-18
22;61;01;1;0933016;09830;ul.;Krasickiego;Ignacego;2019-09-18
22;61;01;1;0933016;10484;ul.;Kurzyńskiego;Ignacego;2019-09-18
22;61;01;1;0933016;11749;ul.;Łukasiewicza;Ignacego;2019-09-18
22;61;01;1;0933016;12515;ul.;Matuszewskiego;Ignacego;2019-09-18
22;61;01;1;0933016;15529;ul.;Paderewskiego;Ignacego;2019-09-18
22;61;01;1;0933016;43260;skwer;Wilczewskiego;Ignacego;2019-09-18
22;61;01;1;0933016;02201;ul.;Brygady;II;2019-09-18
22;61;01;1;0933016;06873;ul.;Ikara;;2019-09-18
22;61;01;1;0933016;06880;ul.;Iławska;;2019-09-18
22;61;01;1;0933016;06882;ul.;Iłowa;;2019-09-18
22;61;01;1;0933016;37145;rondo;Hakenbergera;im. Andrzeja;2019-09-18
22;61;01;1;0933016;39249;rondo;Kaczmarskiego;im. Jacka;2019-09-18
22;61;01;1;0933016;36127;park;Haffnera;im. Jana Jerzego;2019-09-18
22;61;01;1;0933016;06908;ul.;Inspektorska;;2019-09-18
22;61;01;1;0933016;06910;ul.;Instalatorów;;2019-09-18
22;61;01;1;0933016;37112;ul.;Internetowa;;2019-09-18
22;61;01;1;0933016;06920;pl.;Inwalidów Wojennych;;2019-09-18
22;61;01;1;0933016;06923;ul.;Inżynierska;;2019-09-18
22;61;01;1;0933016;40860;ul.;Sendlerowej;Ireny;2019-09-18
22;61;01;1;0933016;06933;ul.;Irysowa;;2019-09-18
22;61;01;1;0933016;05284;ul.;Galla;Iwo;2019-09-18
22;61;01;1;0933016;06960;ul.;Izydy;;2019-09-18
22;61;01;1;0933016;06967;ul.;Jabłoniowa;;2019-09-18
22;61;01;1;0933016;06993;ul.;Jachtowa;;2019-09-18
22;61;01;1;0933016;37737;rondo;Kuronia;Jacka;2019-09-18
22;61;01;1;0933016;12037;ul.;Malczewskiego;Jacka;2019-09-18
22;61;01;1;0933016;20581;ul.;Soplicy;Jacka;2019-09-18
22;61;01;1;0933016;41138;ul.;Jagatowska;;2019-09-18
22;61;01;1;0933016;07029;ul.;Jagiellońska;;2019-09-18
22;61;01;1;0933016;07048;ul.;Jaglana;;2019-09-18
22;61;01;1;0933016;07059;ul.;Jagodowa;;2019-09-18
22;61;01;1;0933016;23841;ul.;Wejhera;Jakuba;2019-09-18
22;61;01;1;0933016;07096;ul.;Jałmużnicza;;2019-09-18
22;61;01;1;0933016;00503;ul.;Augustyńskiego;Jana;2019-09-18
22;61;01;1;0933016;00929;ul.;Bażyńskiego;Jana;2019-09-18
22;61;01;1;0933016;02161;ul.;Brożka;Jana;2019-09-18
22;61;01;1;0933016;02225;ul.;Brzechwy;Jana;2019-09-18
22;61;01;1;0933016;27627;ul.;Charpantiera;Jana;2019-09-18
22;61;01;1;0933016;15770;ul.;Paska;Jana Chryzostoma;2019-09-18
22;61;01;1;0933016;03459;ul.;Czirenberga;Jana;2019-09-18
22;61;01;1;0933016;03604;ul.;Dantyszka;Jana;2019-09-18
22;61;01;1;0933016;03730;ul.;Dekerta;Jana;2019-09-18
22;61;01;1;0933016;03851;ul.;Długosza;Jana;2019-09-18
22;61;01;1;0933016;04659;ul.;Dziewanowskiego;Jana;2019-09-18
22;61;01;1;0933016;06643;ul.;Heweliusza;Jana;2019-09-18
22;61;01;1;0933016;06811;ul.;Husa;Jana;2019-09-18
22;61;01;1;0933016;37518;ul.;Kanapariusza;Jana;2019-09-18
22;61;01;1;0933016;33028;ul.;Karskiego;Jana;2019-09-18
22;61;01;1;0933016;08153;ul.;Kasprowicza;Jana;2019-09-18
22;61;01;1;0933016;08323;ul.;Keplera;Jana;2019-09-18
22;61;01;1;0933016;39231;ul.;Kielasa;Jana;2019-09-18
22;61;01;1;0933016;08396;ul.;Kiepury;Jana;2019-09-18
22;61;01;1;0933016;08435;ul.;Kilińskiego;Jana;2019-09-18
22;61;01;1;0933016;08728;ul.;Kochanowskiego;Jana;2019-09-18
22;61;01;1;0933016;09719;ul.;Kozietulskiego;Jana;2019-09-18
22;61;01;1;0933016;12489;ul.;Matejki;Jana;2019-09-18
22;61;01;1;0933016;36386;ul.;Michonia;Jana;2019-09-18
22;61;01;1;0933016;13940;ul.;Nagórskiego;Jana;2019-09-18
22;61;01;1;0933016;15384;ul.;Ostroroga;Jana;2019-09-18
22;61;01;1;0933016;07120;al.;Jana Pawła II;;2019-09-18
22;61;01;1;0933016;15969;ul.;Pestalozziego;Jana;2019-09-18
22;61;01;1;0933016;19172;ul.;Rybińskiego;Jana;2019-09-18
22;61;01;1;0933016;00549;ul.;Bacha;Jana Sebastiana;2019-09-18
22;61;01;1;0933016;20427;ul.;Jana Sobieskiego;;2019-09-18
22;61;01;1;0933016;20536;ul.;Solikowskiego;Jana;2019-09-18
22;61;01;1;0933016;21261;ul.;Strakowskiego;Jana;2019-09-18
22;61;01;1;0933016;33870;ul.;Styp-Rekowskiego;Jana;2019-09-18
22;61;01;1;0933016;23382;ul.;Uphagena;Jana;2019-09-18
22;61;01;1;0933016;28755;ul.;Wojnarskiego;Jana;2019-09-18
22;61;01;1;0933016;07134;ul.;Jana z Kolna;;2019-09-18
22;61;01;1;0933016;07178;ul.;Jankiela;;2019-09-18
22;61;01;1;0933016;07216;ul.;Jantarowa;;2019-09-18
22;61;01;1;0933016;09329;ul.;Korczaka;Janusza;2019-09-18
22;61;01;1;0933016;10493;ul.;Kusocińskiego;Janusza;2019-09-18
22;61;01;1;0933016;12589;ul.;Meissnera;Janusza;2019-09-18
22;61;01;1;0933016;41016;ul.;Derdowskiego;Jarosza Henryka;2019-09-18
22;61;01;1;0933016;07277;ul.;Jarowa;;2019-09-18
22;61;01;1;0933016;07290;ul.;Jarzębinowa;;2019-09-18
22;61;01;1;0933016;07298;ul.;Jasia i Małgosi;;2019-09-18
22;61;01;1;0933016;07306;ul.;Jasieńska;;2019-09-18
22;61;01;1;0933016;07329;ul.;Jaskółcza;;2019-09-18
22;61;01;1;0933016;07375;ul.;Jaśkowa Dolina;;2019-09-18
22;61;01;1;0933016;07380;ul.;Jaśminowa;;2019-09-18
22;61;01;1;0933016;32643;ul.;Jaśminowy Stok;;2019-09-18
22;61;01;1;0933016;07335;ul.;Jasna;;2019-09-18
22;61;01;1;0933016;07354;ul.;Jastrzębia;;2019-09-18
22;61;01;1;0933016;07394;ul.;Jaworowa;;2019-09-18
22;61;01;1;0933016;34159;ul.;Jaworzniaków;;2019-09-18
22;61;01;1;0933016;07427;ul.;Jednorożca;;2019-09-18
22;61;01;1;0933016;07455;ul.;Jelenia;;2019-09-18
22;61;01;1;0933016;07459;ul.;Jeleniogórska;;2019-09-18
22;61;01;1;0933016;07467;ul.;Jelinki;;2019-09-18
22;61;01;1;0933016;07469;ul.;Jelitkowska;;2019-09-18
22;61;01;1;0933016;34422;ul.;Jelitkowski Dwór;;2019-09-18
22;61;01;1;0933016;37898;ul.;Falck Polonusa;Jeremiasza;2019-09-18
22;61;01;1;0933016;00600;ul.;Bajana;Jerzego;2019-09-18
22;61;01;1;0933016;33026;ul.;Giedroycia;Jerzego;2019-09-18
22;61;01;1;0933016;36460;pl.;Kołodziejskiego;Jerzego;2019-09-18
22;61;01;1;0933016;31483;ul.;Świrskiego;Jerzego;2019-09-18
22;61;01;1;0933016;33027;ul.;Waldorffa;Jerzego;2019-09-18
22;61;01;1;0933016;31487;ul.;Zwierkowskiego;Jerzego;2019-09-18
22;61;01;1;0933016;07499;ul.;Jesienna;;2019-09-18
22;61;01;1;0933016;07506;ul.;Jesionowa;;2019-09-18
22;61;01;1;0933016;07537;ul.;Jeziorowa;;2019-09-18
22;61;01;1;0933016;10793;ul.;Lelewela;Joachima;2019-09-18
22;61;01;1;0933016;15782;ul.;Pastoriusza;Joachima;2019-09-18
22;61;01;1;0933016;07582;ul.;Jodłowa;;2019-09-18
22;61;01;1;0933016;07586;ul.;Jodowa;;2019-09-18
22;61;01;1;0933016;07620;ul.;Jowisza;;2019-09-18
22;61;01;1;0933016;02706;ul.;Chełmońskiego;Józefa;2019-09-18
22;61;01;1;0933016;02792;ul.;Chociszewskiego;Józefa;2019-09-18
22;61;01;1;0933016;03528;ul.;Czyżewskiego;Józefa;2019-09-18
22;61;01;1;0933016;06684;ul.;Hoene-Wrońskiego;Józefa;2019-09-18
22;61;01;1;0933016;09603;ul.;Kotarbińskiego;Józefa;2019-09-18
22;61;01;1;0933016;29729;ul.;Kraszewskiego;Józefa;2019-09-18
22;61;01;1;0933016;12585;ul.;Mehoffera;Józefa;2019-09-18
22;61;01;1;0933016;15633;ul.;Pankiewicza;Józefa;2019-09-18
22;61;01;1;0933016;23378;ul.;Unruga;Józefa;2019-09-18
22;61;01;1;0933016;36385;ul.;Wąsika;Józefa;2019-09-18
22;61;01;1;0933016;27388;ul.;Wassowskiego;Józefa;2019-09-18
22;61;01;1;0933016;24124;ul.;Wieniawskiego;Józefa;2019-09-18
22;61;01;1;0933016;26620;ul.;Żylewicza;Józefa;2019-09-18
22;61;01;1;0933016;27319;ul.;Niemcewicza;Juliana;2019-09-18
22;61;01;1;0933016;23196;ul.;Tuwima;Juliana;2019-09-18
22;61;01;1;0933016;09463;ul.;Kossaka;Juliusza;2019-09-18
22;61;01;1;0933016;15365;ul.;Osterwy;Juliusza;2019-09-18
22;61;01;1;0933016;20291;ul.;Słowackiego;Juliusza;2019-09-18
22;61;01;1;0933016;07660;ul.;Junacka;;2019-09-18
22;61;01;1;0933016;26719;ul.;Junony;;2019-09-18
22;61;01;1;0933016;07675;ul.;Juraty;;2019-09-18
22;61;01;1;0933016;07699;ul.;Jutrzenki;;2019-09-18
22;61;01;1;0933016;07715;ul.;Kacza;;2019-09-18
22;61;01;1;0933016;07721;ul.;Kaczeńce;;2019-09-18
22;61;01;1;0933016;07754;ul.;Kadetów;;2019-09-18
22;61;01;1;0933016;07762;ul.;Kadmowa;;2019-09-18
22;61;01;1;0933016;07797;ul.;Kaletnicza;;2019-09-18
22;61;01;1;0933016;07804;ul.;Kalinowa;;2019-09-18
22;61;01;1;0933016;07823;ul.;Kaliska;;2019-09-18
22;61;01;1;0933016;07882;ul.;Kamienna Grobla;;2019-09-18
22;61;01;1;0933016;07922;ul.;Kampinoska;;2019-09-18
22;61;01;1;0933016;07928;ul.;Kanałowa;;2019-09-18
22;61;01;1;0933016;07982;ul.;Kapitańska;;2019-09-18
22;61;01;1;0933016;07984;ul.;Kapliczna;;2019-09-18
22;61;01;1;0933016;07990;ul.;Kaprów;;2019-09-18
22;61;01;1;0933016;25106;pl.;Wyszyńskiego;kard. Stefana;2019-09-18
22;61;01;1;0933016;08042;ul.;Karkonoska;;2019-09-18
22;61;01;1;0933016;08049;ul.;Karlikowska;;2019-09-18
22;61;01;1;0933016;08061;ul.;Karmelicka;;2019-09-18
22;61;01;1;0933016;26983;ul.;Chodkiewicza;Karola;2019-09-18
22;61;01;1;0933016;03828;ul.;Dickensa;Karola;2019-09-18
22;61;01;1;0933016;10465;ul.;Kurpińskiego;Karola;2019-09-18
22;61;01;1;0933016;11125;ul.;Lipińskiego;Karola;2019-09-18
22;61;01;1;0933016;15008;ul.;Olszewskiego;Karola;2019-09-18
22;61;01;1;0933016;22238;ul.;Szymanowskiego;Karola;2019-09-18
22;61;01;1;0933016;08096;ul.;Karpacka;;2019-09-18
22;61;01;1;0933016;08099;ul.;Karpia;;2019-09-18
22;61;01;1;0933016;08115;ul.;Karsińska;;2019-09-18
22;61;01;1;0933016;08124;ul.;Kartuska;;2019-09-18
22;61;01;1;0933016;08130;ul.;Karwieńska;;2019-09-18
22;61;01;1;0933016;08137;ul.;Kasjopei;;2019-09-18
22;61;01;1;0933016;08171;ul.;Kasztanowa;;2019-09-18
22;61;01;1;0933016;08183;ul.;Kaszubska;;2019-09-18
22;61;01;1;0933016;08195;ul.;Katarzynki;;2019-09-18
22;61;01;1;0933016;08301;ul.;Kątowa;;2019-09-18
22;61;01;1;0933016;38963;ul.;Górskiego;Kazimierza;2019-09-18
22;61;01;1;0933016;07552;ul.;Jeżewskiego;Kazimierza;2019-09-18
22;61;01;1;0933016;36825;ul.;Leskiego;Kazimierza;2019-09-18
22;61;01;1;0933016;31484;ul.;Porębskiego;Kazimierza;2019-09-18
22;61;01;1;0933016;18099;ul.;Pułaskiego;Kazimierza;2019-09-18
22;61;01;1;0933016;20609;ul.;Sośnickiego;Kazimierza;2019-09-18
22;61;01;1;0933016;22771;ul.;Tetmajera;Kazimierza;2019-09-18
22;61;01;1;0933016;08265;ul.;Kazimierza Wielkiego;;2019-09-18
22;61;01;1;0933016;28954;ul.;Wiłkomirskiego;Kazimierza;2019-09-18
22;61;01;1;0933016;08272;ul.;Kaznodziejska;;2019-09-18
22;61;01;1;0933016;08314;ul.;Kempingowa;;2019-09-18
22;61;01;1;0933016;08354;ul.;Kępna;;2019-09-18
22;61;01;1;0933016;08379;ul.;Kielecka;;2019-09-18
22;61;01;1;0933016;08380;ul.;Kielnieńska;;2019-09-18
22;61;01;1;0933016;08463;ul.;Kiszewska;;2019-09-18
22;61;01;1;0933016;08611;ul.;Kładki;;2019-09-18
22;61;01;1;0933016;08521;ul.;Klesza;;2019-09-18
22;61;01;1;0933016;08541;ul.;Klimatyczna;;2019-09-18
22;61;01;1;0933016;08561;ul.;Kliniczna;;2019-09-18
22;61;01;1;0933016;08574;ul.;Klonowa;;2019-09-18
22;61;01;1;0933016;08629;ul.;Kłopot;;2019-09-18
22;61;01;1;0933016;08633;ul.;Kłosowa;;2019-09-18
22;61;01;1;0933016;08599;ul.;Klukowska;;2019-09-18
22;61;01;1;0933016;37659;ul.;Bramińskiego;kmdr. Tadeusza;2019-09-18
22;61;01;1;0933016;08645;ul.;Kmieca;;2019-09-18
22;61;01;1;0933016;08652;ul.;Kminkowa;;2019-09-18
22;61;01;1;0933016;08682;ul.;Knyszyńska;;2019-09-18
22;61;01;1;0933016;08753;ul.;Kocurki;;2019-09-18
22;61;01;1;0933016;08794;ul.;Kolarska;;2019-09-18
22;61;01;1;0933016;29222;ul.;Kolbudzka;;2019-09-18
22;61;01;1;0933016;08823;ul.;Kolejarzy;;2019-09-18
22;61;01;1;0933016;08828;ul.;Kolejowa;;2019-09-18
22;61;01;1;0933016;09009;ul.;Kołobrzeska;;2019-09-18
22;61;01;1;0933016;09015;ul.;Kołodziejska;;2019-09-18
22;61;01;1;0933016;08857;ul.;Kolonia Anielinki;;2019-09-18
22;61;01;1;0933016;08890;ul.;Kolonia Jordana;;2019-09-18
22;61;01;1;0933016;08900;ul.;Kolonia Mysia;;2019-09-18
22;61;01;1;0933016;08906;ul.;Kolonia Ochota;;2019-09-18
22;61;01;1;0933016;08908;ul.;Kolonia Orka;;2019-09-18
22;61;01;1;0933016;08920;ul.;Kolonia Postęp;;2019-09-18
22;61;01;1;0933016;08921;ul.;Kolonia Praca;;2019-09-18
22;61;01;1;0933016;08924;ul.;Kolonia Przyszłość;;2019-09-18
22;61;01;1;0933016;08930;ul.;Kolonia Rola;;2019-09-18
22;61;01;1;0933016;41021;ul.;Kolonia Stanisława Przybyszewskiego;;2019-09-18
22;61;01;1;0933016;08939;ul.;Kolonia Studentów;;2019-09-18
22;61;01;1;0933016;08945;ul.;Kolonia Uroda;;2019-09-18
22;61;01;1;0933016;08951;ul.;Kolonia Wyżyny;;2019-09-18
22;61;01;1;0933016;08955;ul.;Kolonia Zaranie;;2019-09-18
22;61;01;1;0933016;08965;ul.;Kolonia Żeńcy;;2019-09-18
22;61;01;1;0933016;08962;ul.;Kolonia Zręby;;2019-09-18
22;61;01;1;0933016;08975;ul.;Kolonijna;;2019-09-18
22;61;01;1;0933016;08979;ul.;Kolorowa;;2019-09-18
22;61;01;1;0933016;09024;ul.;Komandorska;;2019-09-18
22;61;01;1;0933016;09043;ul.;Kombatantów;;2019-09-18
22;61;01;1;0933016;09054;ul.;Komety;;2019-09-18
22;61;01;1;0933016;09094;ul.;Komputerowa;;2019-09-18
22;61;01;1;0933016;28247;ul.;Konkordii;;2019-09-18
22;61;01;1;0933016;06362;ul.;Guderskiego;Konrada;2019-09-18
22;61;01;1;0933016;41023;ul.;Korzeniowskiego;Konrada;2019-09-18
22;61;01;1;0933016;10744;ul.;Leczkowa;Konrada;2019-09-18
22;61;01;1;0933016;26651;ul.;Wallenroda;Konrada;2019-09-18
22;61;01;1;0933016;31489;ul.;Bergiela;Konstantego;2019-09-18
22;61;01;1;0933016;03089;ul.;Ciołkowskiego;Konstantego;2019-09-18
22;61;01;1;0933016;05300;ul.;Gałczyńskiego;Konstantego Ildefonsa;2019-09-18
22;61;01;1;0933016;09203;ul.;Konstelacji;;2019-09-18
22;61;01;1;0933016;09217;ul.;Kontenerowa;;2019-09-18
22;61;01;1;0933016;09222;ul.;Konwalii;;2019-09-18
22;61;01;1;0933016;09243;ul.;Kopalniana;;2019-09-18
22;61;01;1;0933016;09316;ul.;Koralowa;;2019-09-18
22;61;01;1;0933016;09361;ul.;Kormoranów;;2019-09-18
22;61;01;1;0933016;12024;ul.;Makuszyńskiego;Kornela;2019-09-18
22;61;01;1;0933016;09383;ul.;Korsarzy;;2019-09-18
22;61;01;1;0933016;39597;ul.;Kortowska;;2019-09-18
22;61;01;1;0933016;09412;ul.;Korzenna;;2019-09-18
22;61;01;1;0933016;09546;ul.;Kościelna;;2019-09-18
22;61;01;1;0933016;09556;ul.;Kościerska;;2019-09-18
22;61;01;1;0933016;09440;ul.;Kosmonautów;;2019-09-18
22;61;01;1;0933016;09509;ul.;Koszalińska;;2019-09-18
22;61;01;1;0933016;09645;ul.;Kotwiczników;;2019-09-18
22;61;01;1;0933016;09665;ul.;Kowalska;;2019-09-18
22;61;01;1;0933016;51136;ul.;Kozacza Góra;;2019-09-18
22;61;01;1;0933016;09704;ul.;Kozia;;2019-09-18
22;61;01;1;0933016;09730;ul.;Koziorożca;;2019-09-18
22;61;01;1;0933016;29213;ul.;Borchardta;kpt. Karola Olgierda;2019-09-18
22;61;01;1;0933016;29214;ul.;Maciejewicza;kpt. Konstantego;2019-09-18
22;61;01;1;0933016;38483;ul.;Poinca;kpt. Żeglugi Wielkiej Witolda;2019-09-18
22;61;01;1;0933016;09778;ul.;Krajeńska;;2019-09-18
22;61;01;1;0933016;09813;ul.;Kramarska;;2019-09-18
22;61;01;1;0933016;09819;ul.;Krańcowa;;2019-09-18
22;61;01;1;0933016;09875;ul.;Kraśnięta;;2019-09-18
22;61;01;1;0933016;09858;ul.;Krasnoludków;;2019-09-18
22;61;01;1;0933016;09925;ul.;Kręta;;2019-09-18
22;61;01;1;0933016;09946;ul.;Krokusowa;;2019-09-18
22;61;01;1;0933016;40250;ul.;Królewskie Wzgórze;;2019-09-18
22;61;01;1;0933016;09995;ul.;Królikarnia;;2019-09-18
22;61;01;1;0933016;10000;ul.;Bony;Królowej;2019-09-18
22;61;01;1;0933016;10003;ul.;Jadwigi;Królowej;2019-09-18
22;61;01;1;0933016;09960;ul.;Krosienka;;2019-09-18
22;61;01;1;0933016;09962;ul.;Krosna;;2019-09-18
22;61;01;1;0933016;10009;ul.;Krótka;;2019-09-18
22;61;01;1;0933016;09971;ul.;Krowia;;2019-09-18
22;61;01;1;0933016;09972;ul.;Krowoderska;;2019-09-18
22;61;01;1;0933016;10013;ul.;Krucza;;2019-09-18
22;61;01;1;0933016;10045;ul.;Kruszwicka;;2019-09-18
22;61;01;1;0933016;10058;ul.;Krylowa;;2019-09-18
22;61;01;1;0933016;10062;ul.;Krynicka;;2019-09-18
22;61;01;1;0933016;10066;ul.;Kryniczna;;2019-09-18
22;61;01;1;0933016;10081;ul.;Kryształowa;;2019-09-18
22;61;01;1;0933016;10107;ul.;Krzemowa;;2019-09-18
22;61;01;1;0933016;00393;ul.;Arciszewskiego;Krzysztofa;2019-09-18
22;61;01;1;0933016;00569;ul.;Baczyńskiego;Krzysztofa Kamila;2019-09-18
22;61;01;1;0933016;44173;skwer;Kolbergera;Krzysztofa;2019-09-18
22;61;01;1;0933016;08986;ul.;Kolumba;Krzysztofa;2019-09-18
22;61;01;1;0933016;09050;ul.;Komedy;Krzysztofa;2019-09-18
22;61;01;1;0933016;13428;ul.;Mrongowiusza;Krzysztofa;2019-09-18
22;61;01;1;0933016;10157;ul.;Krzywa;;2019-09-18
22;61;01;1;0933016;21645;ul.;Sychty;ks. Bernarda;2019-09-18
22;61;01;1;0933016;09080;pl.;Komorowskiego;ks. Bronisława;2019-09-18
22;61;01;1;0933016;41029;ul.;Rogaczewskiego;ks. Franciszka;2019-09-18
22;61;01;1;0933016;31787;ul.;Majdera;ks. Jana;2019-09-18
22;61;01;1;0933016;17149;ul.;Popiełuszki;ks. Jerzego;2019-09-18
22;61;01;1;0933016;32839;ul.;Tischnera;ks. Józefa;2019-09-18
22;61;01;1;0933016;33339;pl.;Zator-Przytockiego;ks. Józefa;2019-09-18
22;61;01;1;0933016;38150;ul.;Zator-Przytockiego;ks. Józefa;2019-09-18
22;61;01;1;0933016;41026;ul.;Miszewskiego;ks. Leona;2019-09-18
22;61;01;1;0933016;05933;ul.;Góreckiego;ks. Mariana;2019-09-18
22;61;01;1;0933016;28757;pl.;Gustkowicza;ks. Prałata Jana;2019-09-18
22;61;01;1;0933016;04399;ul.;Dunikowskiego;Ksawerego;2019-09-18
22;61;01;1;0933016;17113;ul.;Poniatowskiego;Księcia Józefa;2019-09-18
22;61;01;1;0933016;39250;ul.;Robaka;Księdza;2019-09-18
22;61;01;1;0933016;10268;ul.;Księżycowa;;2019-09-18
22;61;01;1;0933016;10284;ul.;Ku Ujściu;;2019-09-18
22;61;01;1;0933016;10316;ul.;Kubusia Puchatka;;2019-09-18
22;61;01;1;0933016;10344;ul.;Kujawska;;2019-09-18
22;61;01;1;0933016;10412;ul.;Kupały;;2019-09-18
22;61;01;1;0933016;10417;ul.;Kupiecka;;2019-09-18
22;61;01;1;0933016;10439;ul.;Kurierów Armii Krajowej;;2019-09-18
22;61;01;1;0933016;10444;ul.;Kurkowa;;2019-09-18
22;61;01;1;0933016;10473;ul.;Kurza;;2019-09-18
22;61;01;1;0933016;10500;ul.;Kuśnierska;;2019-09-18
22;61;01;1;0933016;10498;ul.;Kuszników;;2019-09-18
22;61;01;1;0933016;10502;ul.;Kutnowska;;2019-09-18
22;61;01;1;0933016;10562;ul.;Kwiatowa;;2019-09-18
22;61;01;1;0933016;10572;ul.;Kwidzyńska;;2019-09-18
22;61;01;1;0933016;10574;ul.;Kwietna;;2019-09-18
22;61;01;1;0933016;10582;ul.;Kwietniowa;;2019-09-18
22;61;01;1;0933016;11474;ul.;Łabędzia;;2019-09-18
22;61;01;1;0933016;11499;ul.;Łagiewniki;;2019-09-18
22;61;01;1;0933016;11503;ul.;Łagowska;;2019-09-18
22;61;01;1;0933016;11596;ul.;Łąkowa;;2019-09-18
22;61;01;1;0933016;11507;ul.;Łamana;;2019-09-18
22;61;01;1;0933016;11518;ul.;Łańcucka;;2019-09-18
22;61;01;1;0933016;11512;ul.;Łanowa;;2019-09-18
22;61;01;1;0933016;27384;ul.;Łapalicka;;2019-09-18
22;61;01;1;0933016;11522;ul.;Łapińska;;2019-09-18
22;61;01;1;0933016;10693;ul.;Lastadia;;2019-09-18
22;61;01;1;0933016;10697;ul.;Latarniana;;2019-09-18
22;61;01;1;0933016;10718;ul.;Lawendowa;;2019-09-18
22;61;01;1;0933016;46771;ul.;Lawendowe Wzgórze;;2019-09-18
22;61;01;1;0933016;11548;ul.;Ławnicza;;2019-09-18
22;61;01;1;0933016;10726;ul.;Lazurowa;;2019-09-18
22;61;01;1;0933016;11008;ul.;Lęborska;;2019-09-18
22;61;01;1;0933016;10737;ul.;Lecha;;2019-09-18
22;61;01;1;0933016;00935;ul.;Bądkowskiego;Lecha;2019-09-18
22;61;01;1;0933016;11607;ul.;Łęczycka;;2019-09-18
22;61;01;1;0933016;30187;ul.;Ledy;;2019-09-18
22;61;01;1;0933016;10760;ul.;Legendy;;2019-09-18
22;61;01;1;0933016;11611;ul.;Łęgi;;2019-09-18
22;61;01;1;0933016;10766;al.;Legionów;;2019-09-18
22;61;01;1;0933016;10780;ul.;Legnicka;;2019-09-18
22;61;01;1;0933016;10788;ul.;Lektykarska;;2019-09-18
22;61;01;1;0933016;04255;ul.;Droszyńskiego;Leona;2019-09-18
22;61;01;1;0933016;24963;ul.;Wyczółkowskiego;Leona;2019-09-18
22;61;01;1;0933016;22738;ul.;Teligi;Leonida;2019-09-18
22;61;01;1;0933016;10898;ul.;Leśna;;2019-09-18
22;61;01;1;0933016;10901;ul.;Leśna Góra;;2019-09-18
22;61;01;1;0933016;37630;ul.;Leśny Potok;;2019-09-18
